id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
6716,Madrid by the river 3,10569937,Ele,Arganzuela,Acacias,40.4013,-3.70978,Private room,50,3,0,,,7,0
6717,"FC35 3ºB. Apartamento singular, con WIFI.",116196433,Apartamentos Playtime,Ciudad Lineal,Concepcin,40.44491,-3.64552,Entire home/apt,66,7,11,6/17/2019,0.44,11,329
6718,Madrid by the river 4,10569937,Ele,Arganzuela,Acacias,40.40281,-3.71049,Private room,50,3,0,,,7,0
6719,Sunny calm and silence in Madrid city center,12996126,Alfonso,Arganzuela,Palos de Moguer,40.40481,-3.69904,Private room,38,1,133,9/15/2019,4.8,1,129
6720,Penthouse with the best views of Madrid,131283712,Llorenç,Centro,Embajadores,40.41102,-3.70722,Entire home/apt,180,2,57,9/5/2019,2.04,1,220
6721,Habitacin  cerca del centro,131303034,Mayte,Villa de Vallecas,Casco Histrico de Vallecas,40.36473,-3.59212,Private room,19,2,21,2/3/2019,0.76,1,307
6722,Habitacin privada en el centro con wifi y tv,131308210,Fiorela,Centro,Universidad,40.42278,-3.70213,Private room,34,3,50,8/3/2019,1.78,1,12
6723,Beautiful designed attic in the heart of Madrid,131313435,Matilde,Centro,Justicia,40.42517,-3.69911,Entire home/apt,105,7,12,7/30/2018,0.44,1,256
6724,LOVELY ROOM! TU HABITACION PRIVADA EN MADRID,18046735,Carlos,Fuencarral - El Pardo,Valverde,40.5007,-3.69204,Private room,35,1,5,10/16/2018,0.3,1,51
6725,Apt del rey,6489276,Matanel,Chamartn,Prosperidad,40.44231,-3.67241,Entire home/apt,38,2,3,6/22/2017,0.11,1,0
6726,Habitacion Chueca,41022690,Marius,Centro,Justicia,40.42316,-3.69759,Private room,69,1,57,9/8/2019,2.25,1,82
6727,"Saha's Casa - Madrid centro, Atocha",49689497,Kakoli,Centro,Embajadores,40.40724,-3.6974,Entire home/apt,120,1,42,7/11/2019,1.56,1,85
6728,Habitacin Goya - Barrio Salamanca,26247362,Jonay,Salamanca,Goya,40.42854,-3.67486,Shared room,22,2,5,7/9/2017,0.18,1,0
6729,"Room fun, wie Rumba!",131352142,Peter,Viclvaro,Ambroz,40.40645,-3.60818,Private room,100,2,2,6/30/2017,0.07,1,87
6730,7rooms7 Plaza Mayor Suite,131403010,Karelia,Centro,Sol,40.41377,-3.70708,Entire home/apt,75,1,12,3/24/2018,0.27,8,34
6731,7rooms7 Plaza Mayor Deluxe,131403010,Karelia,Centro,Embajadores,40.41313,-3.70683,Entire home/apt,75,1,16,12/22/2018,0.36,8,29
6732,7rooms7 Gran Va Star,131403010,Karelia,Centro,Universidad,40.42072,-3.70281,Entire home/apt,75,1,12,10/8/2017,0.27,8,34
6733,7rooms7 Gran Va Premium,131403010,Karelia,Centro,Universidad,40.42153,-3.70274,Entire home/apt,82,1,11,7/7/2018,0.25,8,40
6734,7rooms7 Gran Va Smile,131403010,Karelia,Centro,Sol,40.41856,-3.7013,Entire home/apt,82,1,21,12/24/2018,0.67,8,24
6735,"NEW Apt 4 pax, CHUECA MALASAA, wifi",7773266,Nacho,Centro,Universidad,40.42466,-3.70329,Entire home/apt,70,3,32,1/9/2019,1.19,1,0
6736,Big room near Plaza Mayor,109587379,Diana,Centro,Palacio,40.41542,-3.71154,Private room,40,1,4,7/2/2017,0.14,1,0
6737,Esta buena casa y muy comodo. Alquilo habitacion,121211711,Ufuk,Moncloa - Aravaca,Valdezarza,40.46536,-3.72253,Private room,30,1,0,,,1,0
6738,"Piso de 3 habitaciones en Madrid, metro Oporto.",34848059,Ruben,Carabanchel,Vista Alegre,40.38896,-3.7343,Entire home/apt,40,7,6,8/27/2019,0.22,1,0
6739,Super chic and bright apartment in Tribunal!!,108167619,Tomas,Centro,Justicia,40.42549,-3.69842,Entire home/apt,75,3,129,8/25/2019,4.72,3,315
6740,Estupendo piso Madrid centro para 4 personas,95845504,Simon,Centro,Embajadores,40.4089,-3.70934,Entire home/apt,75,5,11,8/4/2019,0.4,2,0
6741,Beautifully furnished rooftop loft,11175770,Rocio,Centro,Cortes,40.41232,-3.69374,Entire home/apt,75,4,20,9/16/2019,0.71,1,212
6742,"Moderno, luminoso y cntrico apartamento.",10499481,Amparo,Arganzuela,Acacias,40.39917,-3.70572,Entire home/apt,120,2,4,10/15/2018,0.14,1,361
6743,"PISO DE DISEO PUENTE SEGOVIA, VISTA PALACIO REAL",24035808,Andrea,Arganzuela,Imperial,40.41283,-3.71977,Entire home/apt,200,2,0,,,1,0
6744,AIRPORT-WANDA-PARKING-CITY CENTER-WIFI Your room!,15784616,Norma,San Blas - Canillejas,Canillejas,40.44824,-3.60743,Private room,42,1,19,7/8/2019,0.68,3,355
6745,"Comfortable room, in the centre of Madrid.",22664780,Nick,Centro,Sol,40.41677,-3.7084,Private room,60,2,6,12/16/2018,0.53,1,0
6746,Estudio/WIFI/AA/8min Pz.Toros las Ventas/Metro/Bus,37022208,Jesus,Salamanca,Guindalera,40.43771,-3.6622,Entire home/apt,37,1,90,9/15/2019,3.19,2,329
6747,Apartamento acceso independiente junto al Prado,131572936,Victoria,Retiro,Jernimos,40.41271,-3.6924,Entire home/apt,79,2,3,7/9/2019,0.28,2,0
6748,7rooms7 Gran Via Premium II,131403010,Karelia,Centro,Universidad,40.42073,-3.70153,Entire home/apt,75,1,3,4/10/2019,0.13,8,33
6749,Apartment in Madrid city center,7759115,Eloy Y Pilar,Centro,Universidad,40.42219,-3.70267,Entire home/apt,400,2,71,9/8/2019,2.56,1,205
6750,Atico-Santiago Bernabeu,52234994,Javier,Tetun,Cuatro Caminos,40.45448,-3.69834,Entire home/apt,70,3,0,,,2,0
6751,"""Pilu's Hilton"" / DOUBLE ROOM",131203354,Pilu,Salamanca,Recoletos,40.42372,-3.68215,Private room,60,5,25,5/11/2019,0.88,2,273
6752,Estudio acogedor en pleno Centro de Madrid.,131615518,Pilar,Centro,Embajadores,40.40938,-3.70307,Entire home/apt,55,3,108,9/13/2019,3.88,1,46
6753,Spacious sunny home in a great central location,1831512,Vanya,Centro,Cortes,40.4117,-3.69635,Entire home/apt,124,2,4,6/9/2019,0.14,2,1
6754,Precioso apartamento //WiFi// en Ventas,115351358,Ana,Salamanca,Guindalera,40.4379,-3.66705,Entire home/apt,46,2,78,7/29/2019,2.77,2,58
6755,"GQ22 2º. Apartamento singular, con WIFI.",116196433,Apartamentos Playtime,Ciudad Lineal,Concepcin,40.44411,-3.64097,Entire home/apt,66,7,10,11/8/2018,0.37,11,0
6756,MADRID CENTRIC LOFT PERFECT LOCATION! BEST PRICE,46465317,Eugenia,Chamber,Trafalgar,40.43167,-3.70497,Entire home/apt,57,2,117,9/15/2019,4.3,2,112
6757,"Gran Va 6 PAX, 2 Room apt. Historical building",119095036,Fernando,Centro,Palacio,40.42036,-3.70964,Entire home/apt,95,2,175,9/4/2019,6.21,3,1
6758,Maria's Cozy Place at Heart of Madrid,131662653,Maria,Centro,Embajadores,40.41082,-3.70638,Entire home/apt,160,2,0,,,1,0
6759,ESPACIO PARA 2 PERSONAS MAX.ATOCHA CERCANIAS RENFE,24569701,Eva Martha,Arganzuela,Palos de Moguer,40.40227,-3.69399,Private room,27,2,170,9/15/2019,6.06,2,286
6760,"""Pilu's Hilton"" / SINGLE ROOM",131203354,Pilu,Salamanca,Recoletos,40.42259,-3.68345,Private room,40,5,19,5/12/2019,0.8,2,273
6761,NUEVO .Apartamento Suite Carranza.,104809892,Francisco,Chamber,Trafalgar,40.4296,-3.70535,Entire home/apt,110,2,8,9/13/2019,0.28,1,345
6762,Apartamento atocha,131666468,Maria Lourdes,Retiro,Pacfico,40.4068,-3.67972,Entire home/apt,45,4,0,,,1,0
6763,Centrica Habitacio doble,2993477,Luna,Tetun,Berruguete,40.459,-3.70424,Private room,30,1,22,7/8/2019,1.02,3,99
6764,Solfai Vacacional 9,91506664,Solfai,Centro,Palacio,40.41126,-3.70914,Entire home/apt,60,2,50,8/14/2019,1.78,33,343
6765,CITY CENTER PLAZA DEL SOL DREAMMADRID,69022392,Vicky Y Carmen,Centro,Sol,40.41568,-3.70248,Entire home/apt,95,1,5,8/31/2019,0.2,8,89
6766,Wiatr Madrid Centro 4-1,6282893,Patricia,Centro,Sol,40.41702,-3.70741,Entire home/apt,157,1,47,8/24/2019,1.73,19,302
6767,Room in the centre of Madrid. Malasaa,24858078,Cesar,Centro,Universidad,40.42541,-3.70236,Shared room,450,2,5,6/26/2017,0.18,1,0
6768,TU PARADA(2#),118403225,Caiy,Barajas,Timn,40.47136,-3.58458,Private room,30,1,91,7/15/2018,3.27,2,0
6769,la corralada alhambra,124362820,Luann,Centro,Embajadores,40.41013,-3.70478,Entire home/apt,45,1,121,8/26/2019,4.33,1,307
6770,Habitacin bao privado!,115138216,Jos,Hortaleza,Piovera,40.46252,-3.62587,Private room,30,1,8,6/28/2019,0.29,3,201
6771,AMAZING PENTHOUSE. ROYAL PALACE,131785344,Carlos,Centro,Palacio,40.4188,-3.71244,Entire home/apt,140,1,91,9/14/2019,3.24,1,0
6772,Atractivo piso en el barrio  de Malasaa,2931421,Daniel,Centro,Universidad,40.42643,-3.70434,Entire home/apt,80,2,73,9/16/2019,2.6,10,49
6773,MALASAA DESIGN WITH OPEN CONCEPT 1BD,131804321,Alberto,Centro,Universidad,40.424,-3.70277,Entire home/apt,75,3,67,9/1/2019,2.69,1,149
6774,Habitacin individual Prncipe Po Zona centro,116985999,Antonio,Moncloa - Aravaca,Casa de Campo,40.42429,-3.72449,Private room,14,7,0,,,1,0
6775,Cool double room in Malasaa,8405202,Diana,Chamber,Trafalgar,40.43018,-3.6993,Private room,55,3,5,6/17/2019,0.18,1,307
6776,Descanso y Tranquilidad,131888322,Descanso Y Tranquilidad,Centro,Palacio,40.41006,-3.71217,Private room,23,1,65,1/27/2019,2.3,2,27
6777,Funcional y luminoso apartamento 1 dormitorio,96795800,Madrid Rental Flats,Chamber,Almagro,40.433,-3.69093,Entire home/apt,105,1,0,,,18,0
6778,ALOJAMIENTO ENTERO MADRID CENTRO,95509779,Ana,Latina,Puerta del Angel,40.41295,-3.72621,Entire home/apt,120,2,17,4/29/2019,0.61,1,55
6779,Habitacin Verde Privada 2 Personas - Callao,3447304,Charles,Centro,Sol,40.42007,-3.70453,Private room,45,2,129,9/15/2019,4.56,6,317
6780,Charming and cozy studio in Las Letras city center,51564174,lvaro & Tatiana,Centro,Cortes,40.41203,-3.69593,Hotel room,37,2,53,7/13/2019,1.89,42,225
6781,Studio in Centro Coln Building - 4 pax,23276178,Andrea,Centro,Justicia,40.42444,-3.69337,Entire home/apt,55,2,71,9/14/2019,2.53,5,7
6782,"COZY, CUTE, AND INTIMATE STUDIO  IN LAVAPIES",120066393,Lola,Centro,Embajadores,40.40839,-3.70209,Entire home/apt,45,3,144,9/12/2019,5.17,7,267
6783,Tu rincn en el RETIRO parK,37321694,Antonio,Retiro,Ibiza,40.41856,-3.67754,Private room,36,3,63,9/14/2019,2.26,1,148
6784,Cosy Bright Apartment//City Centre,2659070,Ana,Centro,Embajadores,40.40836,-3.69827,Entire home/apt,52,2,8,7/7/2019,0.36,3,51
6785,"Fuencarral street room, private bathroom F 28",132022481,Jorge,Centro,Universidad,40.42251,-3.70131,Private room,45,1,175,9/4/2019,6.43,45,25
6786,Private AC room in a design flat in central Madrid,94914522,Jorge,Centro,Embajadores,40.41121,-3.69767,Private room,35,3,42,9/6/2019,1.5,2,0
6787,La casita vintage .Paseo de las delicias,120411706,Javier,Arganzuela,Chopera,40.39405,-3.69565,Entire home/apt,70,2,45,8/10/2019,1.61,3,140
6788,Typical house with a common garden in Madrid,3224188,Natalia,Ciudad Lineal,Ventas,40.43181,-3.64954,Entire home/apt,46,1,43,6/9/2019,1.55,1,0
6789,Cozy apartment for couples in Plaza Mayor,10026212,David,Centro,Sol,40.41534,-3.70649,Entire home/apt,143,1,136,9/13/2019,4.89,20,177
6790,Habitaciones Privada Cerca Aeropuerto,27717192,Eri,San Blas - Canillejas,Rejas,40.44363,-3.58394,Private room,30,1,135,9/3/2019,4.83,2,116
6791,Habitacin,132052020,Sofia,Salamanca,Lista,40.43339,-3.67547,Private room,1788,50,0,,,1,363
6792,Charming attic with terrace in Malasaa,17713590,Cristina,Centro,Universidad,40.425,-3.70282,Entire home/apt,80,1,0,,,2,271
6793,"Vintagestyle for 4 in Madrid´s ""creme de la creme""",9228673,Home At Homes,Salamanca,Castellana,40.43134,-3.68295,Entire home/apt,160,3,6,1/17/2018,0.22,17,0
6794,HABITACIN BAO PRIVADO ZONA AIRPORT IFEMA WANDA,27717192,Eri,San Blas - Canillejas,Rejas,40.44186,-3.58401,Private room,40,1,72,7/27/2019,2.58,2,351
6795,"Private room, double bed SOL- CENTER",132095385,WioyGaby,Centro,Cortes,40.41517,-3.70209,Private room,33,2,17,8/29/2018,0.69,1,0
6796,Como en tu casa (How In Your Home ),63334588,Juana,Moratalaz,Marroquina,40.40958,-3.65169,Private room,18,1,26,8/27/2019,1.06,1,247
6797,Peaceful Flat near Atocha & Art Museums,5031865,Iris,Arganzuela,Palos de Moguer,40.40571,-3.69167,Entire home/apt,100,2,12,12/30/2018,0.52,6,46
6798,Habitacin individual en Alonso Martnez-Centro,12691164,Vereniz,Centro,Justicia,40.42732,-3.69693,Private room,30,2,6,6/30/2017,0.21,2,0
6799,ESTUDIO ESTUPENDO - PLAZA MAYOR & OPERA  SAHMA V,61370170,Ana-Stay At Home Madrid Apartment,Centro,Palacio,40.41784,-3.70899,Entire home/apt,92,2,46,9/17/2019,1.69,6,30
6800,Stylish Goya flat. Coqueto piso en Goya VT-7496,132177161,Mayling,Salamanca,Goya,40.42862,-3.67785,Entire home/apt,78,2,119,9/9/2019,4.42,2,145
6801,PROSPERIDAD,130902460,Grupo Huerta De Los Gayeros,Chamartn,Ciudad Jardn,40.44515,-3.67374,Entire home/apt,60,14,17,8/6/2019,0.61,1,9
6802,Cozy and Modern Room,132223471,Xenia,Chamber,Arapiles,40.43772,-3.70471,Private room,70,2,10,6/2/2019,0.37,1,323
6803,Apartamento *** Gran via - Plaza Espaa,15411311,Martuki,Centro,Universidad,40.42553,-3.70667,Entire home/apt,43,2,127,9/14/2019,4.66,1,219
6804,Apartamento a 3 estaciones de Atocha renfe,48848029,Menchu,Puente de Vallecas,Numancia,40.40145,-3.66526,Entire home/apt,50,4,15,8/31/2019,0.55,1,34
6805,Madrid,17700562,Virgile,Salamanca,Lista,40.43273,-3.67773,Private room,47,1,1,6/12/2017,0.04,1,0
6806,Room by metro+Breakfast+WiFi,132287425,Raul,Puente de Vallecas,Entrevas,40.38472,-3.67071,Private room,18,3,127,9/15/2019,4.63,2,253
6807,Room with Balcony by metro+Breakfast+Wifi,132287425,Raul,Puente de Vallecas,Entrevas,40.38267,-3.66947,Private room,20,3,57,9/7/2019,2.09,2,193
6808,Bright and Cosy Studio in Prado,96019257,Marina,Centro,Cortes,40.41226,-3.69648,Entire home/apt,60,2,8,7/25/2019,0.29,7,309
6809,Low cost studio in Lavapies,96019257,Marina,Centro,Embajadores,40.40967,-3.70317,Entire home/apt,60,2,9,8/12/2019,0.33,7,309
6810,Chueca: Room in City Centre - 24h bus to airport,3518252,Diego,Centro,Justicia,40.4213,-3.69601,Private room,20,1,91,9/14/2019,3.25,1,320
6811,"Vecinos de Picasso, apartamento cntrico Madrid",1729503,Ana,Centro,Embajadores,40.41259,-3.7036,Entire home/apt,110,3,41,9/14/2019,1.47,3,130
6812,PISO MADRID MODERNO ZONA Centro.,85884470,Luis Eduardo,Puente de Vallecas,Numancia,40.39932,-3.66714,Entire home/apt,40,2,14,7/28/2019,0.52,3,0
6813,"Best location ever & quiet, tasteful, modern apt",44071767,Diego,Centro,Cortes,40.41055,-3.69438,Entire home/apt,87,1,71,9/16/2019,2.54,1,315
6814,Modern apartment in the city center,41362793,Queeny,Salamanca,Lista,40.42915,-3.67626,Private room,45,1,14,9/17/2017,0.5,2,0
6815,Contemporary style in the heart of Old Madrid,4332246,Luis,Centro,Sol,40.41974,-3.70144,Entire home/apt,135,2,8,4/7/2019,0.29,1,76
6816,Fantstico alojamiento en Diego de len,113673609,Pablo,Salamanca,Guindalera,40.43689,-3.66819,Private room,35,365,1,2/3/2018,0.05,1,365
6817,HOGAR VINTAGE EN ARAVACA A ESTRENAR,6436879,Arena,Moncloa - Aravaca,Aravaca,40.45675,-3.76914,Entire home/apt,337,1,0,,,1,0
6818,Luxury & super new apartment in Av. America,16423549,Virginia,Chamartn,Prosperidad,40.44015,-3.67194,Entire home/apt,225,1,2,6/25/2017,0.07,1,0
6819,New attic in Minas Central Suites,96436426,Malasana Central Suites,Centro,Universidad,40.42516,-3.70589,Entire home/apt,130,2,1,9/7/2019,1,15,0
6820,Habitacin doble en Calle Ferraz,104235882,Irene,Moncloa - Aravaca,Argelles,40.42884,-3.71836,Private room,15,1,0,,,1,0
6821,Stunning & Refurbished 5BD 2BTH -City Center (SOL),132425004,Jota Y Bea,Centro,Cortes,40.41422,-3.70225,Entire home/apt,210,2,72,9/11/2019,2.58,1,221
6822,New! Cozy studio in Malasaa with AC,37972685,Adriana,Centro,Universidad,40.42713,-3.70408,Entire home/apt,60,2,162,9/16/2019,5.79,1,116
6823,Big and spacious apartment in Minas Central Suites,96436426,Malasana Central Suites,Centro,Universidad,40.42417,-3.70686,Entire home/apt,145,2,0,,,15,327
6824,Habitacin Privada en Precioso Apartamento Madrid,113097324,Jesus,Arganzuela,Chopera,40.39866,-3.69859,Private room,28,2,38,9/8/2019,1.37,3,248
6825,RUSTIC apartment in Puerta del ngel- 6PAX-WIFI,15255000,Yomi,Latina,Puerta del Angel,40.41139,-3.7291,Entire home/apt,80,3,12,9/9/2019,0.44,2,95
6826,Atocha Aire acondicionado y parking,132456187,Belen,Arganzuela,Palos de Moguer,40.40407,-3.69411,Entire home/apt,75,2,44,5/2/2019,1.59,1,71
6827,Exclusive apartment with garage in Lagasca XI,32046323,Juan,Salamanca,Castellana,40.43169,-3.68542,Entire home/apt,361,30,0,,,83,34
6828,Un apartamento con toda la esencia de Malasaa,877001,Antonio,Centro,Universidad,40.42702,-3.70806,Entire home/apt,105,2,28,8/9/2019,1,7,297
6829,Bright apartment in Madrid - Arganzuela,39847153,Diego,Arganzuela,Delicias,40.39277,-3.69135,Entire home/apt,95,3,18,9/26/2018,0.67,1,0
6830,B1 Habitacin en apartamento nuevo y luminoso.Wifi,14032635,Carlos,Tetun,Bellas Vistas,40.44959,-3.7076,Private room,60,1,0,,,24,348
6831,COMPACT COZY APT 3P BEST LOCATION MADRID,46650325,Raul Horacio,Centro,Embajadores,40.41093,-3.69697,Entire home/apt,45,3,100,9/2/2019,3.73,1,40
6832,Nuevo Apartamento Premium en Glorieta de Bilbao,64720844,Salvador,Chamber,Trafalgar,40.43117,-3.70312,Entire home/apt,90,180,0,,,1,358
6833,Bonito tico cerca del centro de Madrid,128199903,Miriam,Tetun,Berruguete,40.46204,-3.70771,Private room,30,1,2,7/3/2017,0.07,1,0
6834,Loft en Gran Via.,39437421,Fran,Centro,Universidad,40.42092,-3.70387,Entire home/apt,95,2,94,9/1/2019,3.37,2,229
6835,Habitacin en plena malasaa,36129591,Esther,Centro,Universidad,40.42586,-3.70369,Private room,35,1,3,7/1/2017,0.11,1,0
6836,BRIGHT NEW LOFT in PEDRO ZEROLO,124396611,Simma,Centro,Justicia,40.42013,-3.70031,Entire home/apt,69,1,44,1/15/2018,1.58,2,0
6837,Nice apartment near Princesa - CITY CENTER,103823442,Beatriz,Chamber,Gaztambide,40.4315,-3.7163,Entire home/apt,65,5,55,8/17/2019,1.99,1,355
6838,Loft Madrid,70466306,Josu Y Danny,Tetun,Berruguete,40.45854,-3.70526,Entire home/apt,65,2,3,9/10/2017,0.11,1,0
6839,Semi-detached room with private bathroom & door,132627106,Pedro,Arganzuela,Chopera,40.39227,-3.69786,Private room,29,2,118,7/28/2019,4.33,1,253
6840,Moderno apartamento en Plaza de Espaa / Gran Va,132637315,Julian,Moncloa - Aravaca,Argelles,40.42463,-3.71381,Hotel room,65,2,141,9/14/2019,5.06,2,238
6841,Habitacin cmoda 1 o 2 huspedes,22283088,Yacqueline,Moratalaz,Fontarrn,40.40124,-3.645,Private room,35,2,1,1/9/2018,0.05,1,168
6842,Design apartment with 2 bdrs in the center. 2B.,877001,Antonio,Centro,Universidad,40.427,-3.70761,Entire home/apt,105,2,55,9/10/2019,1.99,7,298
6843,Cozy studio-apt in the heart of Madrid - Huertas,53974578,Daniel,Centro,Cortes,40.41166,-3.6952,Entire home/apt,60,4,72,9/9/2019,2.62,1,88
6844,LA LATINA-PLAZA MAYOR-4 DOUBLE BR 12PAX 180m2,2242135,Emilio,Centro,Embajadores,40.41236,-3.70738,Entire home/apt,300,4,34,6/16/2019,1.29,8,267
6845,"BIG 2BD, 2 Bath in CASA DE CAMPO",132678971,Marcos,Latina,Lucero,40.40709,-3.74854,Entire home/apt,78,1,114,9/15/2019,4.08,1,313
6846,"Cozy studio in Chueca, Madrid",130944189,Clara,Centro,Justicia,40.42031,-3.69938,Entire home/apt,60,2,3,7/3/2017,0.11,1,0
6847,medium size room in the heart of madrid,42666741,Ziv,Centro,Cortes,40.41463,-3.7012,Private room,40,2,1,6/25/2017,0.04,1,0
6848,"Lindo estudio para tu estancia en Madrid,( wifi)",55914724,Gonzalo,Hortaleza,Canillas,40.46414,-3.63047,Hotel room,60,1,321,9/9/2019,11.48,4,313
6849,Fantastic B&B Center Madrid near all tourist sites,4347030,Alexa,Centro,Embajadores,40.41173,-3.7027,Private room,45,2,47,7/1/2019,1.7,2,329
6850,"Double room in Chueca, with private bathroom F 14",132022481,Jorge,Centro,Universidad,40.42407,-3.70198,Private room,45,1,151,9/17/2019,5.51,45,19
6851,"Nice views, quiet and near city.",19825066,Miguel,Ciudad Lineal,Ventas,40.4231,-3.65192,Entire home/apt,40,8,17,8/24/2019,0.74,1,210
6852,Vintage apartment in Conde Duque & Malasaa,132773137,Laura,Centro,Universidad,40.42902,-3.70723,Entire home/apt,65,2,11,12/30/2018,0.4,1,0
6853,"Fuencarral street room, private bathroom F 21",132022481,Jorge,Centro,Universidad,40.42273,-3.70199,Private room,45,1,161,9/13/2019,5.86,45,32
6854,San Vicente,84336811,Hugo Nelson,Barajas,Timn,40.47736,-3.59747,Shared room,50,1,0,,,1,0
6855,"NUEVO: CASCO HISTORICO, MADRID CENTRO",21608505,Regina,Centro,Palacio,40.41252,-3.70929,Entire home/apt,80,2,179,9/18/2019,6.52,1,85
6856,Cozy comics apartment in Madrid downtown,5387587,Leonardo,Centro,Embajadores,40.40841,-3.70143,Entire home/apt,43,2,60,8/27/2019,2.15,2,151
6857,Apartamento en Las Ventas,97222262,Alberto,Salamanca,Fuente del Berro,40.43021,-3.66205,Entire home/apt,70,2,3,9/17/2018,0.11,1,0
6858,Piso en el corazn de Madrid,132841408,Mryoris,Chamber,Trafalgar,40.43035,-3.70182,Private room,38,2,45,12/9/2018,1.61,1,17
6859,Cozy and Quiet 2BR Apt in Sol,20155072,Gerardo,Centro,Sol,40.41657,-3.70496,Entire home/apt,85,3,3,12/9/2018,0.11,1,0
6860,Apartamento en Madrid Orgullo 2017,113366001,Adriana,Ciudad Lineal,San Pascual,40.44628,-3.64674,Entire home/apt,150,7,0,,,1,0
6861,Buhardilla en Chueca,17812618,Eva,Centro,Justicia,40.424,-3.69601,Entire home/apt,260,1,4,7/2/2017,0.14,1,0
6862,MADRID CENTRO PALACIO REAL 3 HABITACIONES WIFI,132924583,Enrique,Centro,Palacio,40.4198,-3.70962,Entire home/apt,88,1,178,8/20/2019,6.53,1,44
6863,LOVELY APT IN CALLE MAYOR& PUERTA DEL SOL(WIFI/AC),45543320,Patricia,Centro,Sol,40.41749,-3.70609,Entire home/apt,55,1,169,8/27/2019,6.06,25,343
6864,ENTRE EL MUSEO DEL PRADO Y EL PARQUE DEL RETIRO,113017051,Diego,Retiro,Pacfico,40.40519,-3.68184,Entire home/apt,475,2,0,,,3,83
6865,El Barrio ms castizo. La Latina. 4Pax. Plza Mayor,30839276,Marius,Centro,Palacio,40.41198,-3.71109,Entire home/apt,63,2,86,7/21/2019,3.19,1,328
6866,Greate Double Private Room in Madrid Center,132214458,Martin,Centro,Universidad,40.42553,-3.70829,Private room,40,1,2,7/4/2017,0.07,1,0
6867,"Double room in Chueca, with private bathroom F 09",132022481,Jorge,Centro,Universidad,40.42229,-3.70114,Private room,45,1,196,9/14/2019,7.33,45,30
6868,Beautiful spacious apartment in central Madrid,9219542,Bec,Centro,Cortes,40.41639,-3.69854,Entire home/apt,120,7,10,6/2/2019,0.37,1,0
6869,Madrid centro. Malasaa/Chueca,26264376,Ana,Centro,Universidad,40.42367,-3.70194,Entire home/apt,190,2,23,8/21/2019,0.82,2,43
6870,Cozy private room with breakfast included,132903896,Guillermo,Retiro,Ibiza,40.42048,-3.67608,Private room,38,3,1,6/14/2017,0.04,1,0
